record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type,Date,Name
269,10,16,1977,6,DM,M,37,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-10-16,Dipodomys merriami
270,10,16,1977,1,DM,F,36,38,Dipodomys,merriami,Rodent,Spectab exclosure,1977-10-16,Dipodomys merriami
273,10,16,1977,9,DM,M,37,44,Dipodomys,merriami,Rodent,Spectab exclosure,1977-10-16,Dipodomys merriami
274,10,16,1977,2,OL,F,20,21,Onychomys,leucogaster,Rodent,Control,1977-10-16,Onychomys leucogaster
275,10,16,1977,20,DM,M,37,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-10-16,Dipodomys merriami
277,10,16,1977,6,OL,,20,21,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,1977-10-16,Onychomys leucogaster
280,10,16,1977,18,DM,M,37,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-10-16,Dipodomys merriami
283,10,16,1977,6,DM,M,34,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-10-16,Dipodomys merriami
284,10,16,1977,13,DM,M,37,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-10-16,Dipodomys merriami
285,10,16,1977,1,DM,M,36,53,Dipodomys,merriami,Rodent,Spectab exclosure,1977-10-16,Dipodomys merriami
287,10,17,1977,17,DM,M,38,41,Dipodomys,merriami,Rodent,Control,1977-10-17,Dipodomys merriami
288,10,17,1977,17,DM,M,37,48,Dipodomys,merriami,Rodent,Control,1977-10-17,Dipodomys merriami
289,10,17,1977,14,DM,M,38,47,Dipodomys,merriami,Rodent,Control,1977-10-17,Dipodomys merriami
292,10,17,1977,3,DO,F,36,33,Dipodomys,ordii,Rodent,Long-term Krat Exclosure,1977-10-17,Dipodomys ordii
293,10,17,1977,4,DM,F,36,42,Dipodomys,merriami,Rodent,Control,1977-10-17,Dipodomys merriami
294,10,17,1977,3,DO,F,37,50,Dipodomys,ordii,Rodent,Long-term Krat Exclosure,1977-10-17,Dipodomys ordii
295,10,17,1977,11,DM,M,36,41,Dipodomys,merriami,Rodent,Control,1977-10-17,Dipodomys merriami
296,10,17,1977,17,OT,,18,21,Onychomys,torridus,Rodent,Control,1977-10-17,Onychomys torridus
298,10,17,1977,19,DM,M,36,49,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1977-10-17,Dipodomys merriami
302,10,17,1977,19,DM,F,36,44,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1977-10-17,Dipodomys merriami
303,10,17,1977,3,DM,M,36,31,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1977-10-17,Dipodomys merriami
304,10,17,1977,21,DM,M,37,40,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1977-10-17,Dipodomys merriami
305,10,17,1977,14,DM,F,35,40,Dipodomys,merriami,Rodent,Control,1977-10-17,Dipodomys merriami
306,10,17,1977,16,DM,M,33,23,Dipodomys,merriami,Rodent,Rodent Exclosure,1977-10-17,Dipodomys merriami
307,10,17,1977,19,DM,M,36,42,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1977-10-17,Dipodomys merriami
311,10,17,1977,19,RM,M,18,13,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,1977-10-17,Reithrodontomys megalotis
312,10,17,1977,11,DM,F,36,42,Dipodomys,merriami,Rodent,Control,1977-10-17,Dipodomys merriami
313,10,17,1977,19,DM,M,35,31,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1977-10-17,Dipodomys merriami
315,10,17,1977,3,DM,M,36,39,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1977-10-17,Dipodomys merriami
316,10,17,1977,15,DM,M,37,48,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1977-10-17,Dipodomys merriami
317,10,17,1977,17,DO,F,32,48,Dipodomys,ordii,Rodent,Control,1977-10-17,Dipodomys ordii
318,10,17,1977,17,DM,M,33,29,Dipodomys,merriami,Rodent,Control,1977-10-17,Dipodomys merriami
319,10,17,1977,14,DM,M,36,45,Dipodomys,merriami,Rodent,Control,1977-10-17,Dipodomys merriami
320,10,17,1977,17,DM,F,35,39,Dipodomys,merriami,Rodent,Control,1977-10-17,Dipodomys merriami
321,10,17,1977,17,OL,F,NA,23,Onychomys,leucogaster,Rodent,Control,1977-10-17,Onychomys leucogaster
323,10,17,1977,17,DO,F,33,31,Dipodomys,ordii,Rodent,Control,1977-10-17,Dipodomys ordii
328,10,18,1977,16,DM,F,NA,43,Dipodomys,merriami,Rodent,Rodent Exclosure,1977-10-18,Dipodomys merriami
330,10,18,1977,5,DM,M,37,43,Dipodomys,merriami,Rodent,Rodent Exclosure,1977-10-18,Dipodomys merriami
332,10,18,1977,12,PF,M,16,8,Perognathus,flavus,Rodent,Control,1977-10-18,Perognathus flavus
334,10,18,1977,5,DM,F,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure,1977-10-18,Dipodomys merriami
336,10,18,1977,12,DM,M,36,40,Dipodomys,merriami,Rodent,Control,1977-10-18,Dipodomys merriami
337,10,18,1977,8,DO,F,35,41,Dipodomys,ordii,Rodent,Control,1977-10-18,Dipodomys ordii
338,10,18,1977,12,DM,M,37,41,Dipodomys,merriami,Rodent,Control,1977-10-18,Dipodomys merriami
340,10,18,1977,12,DM,F,36,39,Dipodomys,merriami,Rodent,Control,1977-10-18,Dipodomys merriami
342,10,18,1977,16,DM,M,34,25,Dipodomys,merriami,Rodent,Rodent Exclosure,1977-10-18,Dipodomys merriami
345,11,12,1977,22,DM,F,34,45,Dipodomys,merriami,Rodent,Control,1977-11-12,Dipodomys merriami
346,11,12,1977,2,DM,F,37,36,Dipodomys,merriami,Rodent,Control,1977-11-12,Dipodomys merriami
347,11,12,1977,6,DM,F,38,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-11-12,Dipodomys merriami
348,11,12,1977,13,DM,M,36,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-11-12,Dipodomys merriami
350,11,12,1977,2,DM,M,37,47,Dipodomys,merriami,Rodent,Control,1977-11-12,Dipodomys merriami
352,11,12,1977,1,DM,M,36,40,Dipodomys,merriami,Rodent,Spectab exclosure,1977-11-12,Dipodomys merriami
354,11,12,1977,2,DM,M,38,44,Dipodomys,merriami,Rodent,Control,1977-11-12,Dipodomys merriami
356,11,12,1977,1,DO,F,32,44,Dipodomys,ordii,Rodent,Spectab exclosure,1977-11-12,Dipodomys ordii
357,11,12,1977,9,DS,F,50,117,Dipodomys,spectabilis,Rodent,Spectab exclosure,1977-11-12,Dipodomys spectabilis
358,11,12,1977,13,PF,F,16,7,Perognathus,flavus,Rodent,Short-term Krat Exclosure,1977-11-12,Perognathus flavus
359,11,12,1977,18,DM,M,36,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-11-12,Dipodomys merriami
360,11,12,1977,20,DM,F,35,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-11-12,Dipodomys merriami
361,11,12,1977,2,DM,F,36,40,Dipodomys,merriami,Rodent,Control,1977-11-12,Dipodomys merriami
362,11,12,1977,1,DS,F,51,121,Dipodomys,spectabilis,Rodent,Spectab exclosure,1977-11-12,Dipodomys spectabilis
364,11,12,1977,9,DM,M,37,46,Dipodomys,merriami,Rodent,Spectab exclosure,1977-11-12,Dipodomys merriami
365,11,12,1977,1,DM,F,38,35,Dipodomys,merriami,Rodent,Spectab exclosure,1977-11-12,Dipodomys merriami
367,11,12,1977,20,DS,M,51,115,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1977-11-12,Dipodomys spectabilis
368,11,12,1977,9,PF,F,16,7,Perognathus,flavus,Rodent,Spectab exclosure,1977-11-12,Perognathus flavus
369,11,12,1977,20,DM,F,36,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-11-12,Dipodomys merriami
370,11,12,1977,9,DM,M,35,40,Dipodomys,merriami,Rodent,Spectab exclosure,1977-11-12,Dipodomys merriami
371,11,12,1977,13,DM,M,36,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-11-12,Dipodomys merriami
372,11,12,1977,22,DM,F,36,35,Dipodomys,merriami,Rodent,Control,1977-11-12,Dipodomys merriami
373,11,12,1977,6,DM,M,34,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-11-12,Dipodomys merriami
374,11,12,1977,18,DM,M,37,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-11-12,Dipodomys merriami
375,11,12,1977,9,PF,F,15,6,Perognathus,flavus,Rodent,Spectab exclosure,1977-11-12,Perognathus flavus
376,11,12,1977,1,PF,F,15,7,Perognathus,flavus,Rodent,Spectab exclosure,1977-11-12,Perognathus flavus
377,11,12,1977,9,DS,F,48,120,Dipodomys,spectabilis,Rodent,Spectab exclosure,1977-11-12,Dipodomys spectabilis
378,11,12,1977,1,DO,M,33,48,Dipodomys,ordii,Rodent,Spectab exclosure,1977-11-12,Dipodomys ordii
379,11,13,1977,14,DM,M,36,44,Dipodomys,merriami,Rodent,Control,1977-11-13,Dipodomys merriami
380,11,13,1977,17,DM,F,33,38,Dipodomys,merriami,Rodent,Control,1977-11-13,Dipodomys merriami
381,11,13,1977,17,DS,F,48,118,Dipodomys,spectabilis,Rodent,Control,1977-11-13,Dipodomys spectabilis
382,11,13,1977,17,DM,M,37,40,Dipodomys,merriami,Rodent,Control,1977-11-13,Dipodomys merriami
383,11,13,1977,11,DS,F,52,126,Dipodomys,spectabilis,Rodent,Control,1977-11-13,Dipodomys spectabilis
384,11,13,1977,11,DM,M,36,37,Dipodomys,merriami,Rodent,Control,1977-11-13,Dipodomys merriami
385,11,13,1977,17,DS,M,50,132,Dipodomys,spectabilis,Rodent,Control,1977-11-13,Dipodomys spectabilis
388,11,13,1977,11,DM,F,36,39,Dipodomys,merriami,Rodent,Control,1977-11-13,Dipodomys merriami
389,11,13,1977,14,DS,F,NA,113,Dipodomys,spectabilis,Rodent,Control,1977-11-13,Dipodomys spectabilis
391,11,13,1977,11,PF,M,15,7,Perognathus,flavus,Rodent,Control,1977-11-13,Perognathus flavus
392,11,13,1977,11,DS,F,53,122,Dipodomys,spectabilis,Rodent,Control,1977-11-13,Dipodomys spectabilis
394,11,13,1977,4,DS,F,48,107,Dipodomys,spectabilis,Rodent,Control,1977-11-13,Dipodomys spectabilis
395,11,13,1977,14,DM,M,36,43,Dipodomys,merriami,Rodent,Control,1977-11-13,Dipodomys merriami
396,11,13,1977,14,DM,F,36,40,Dipodomys,merriami,Rodent,Control,1977-11-13,Dipodomys merriami
397,11,13,1977,17,RM,F,16,7,Reithrodontomys,megalotis,Rodent,Control,1977-11-13,Reithrodontomys megalotis
398,11,13,1977,4,DS,F,50,115,Dipodomys,spectabilis,Rodent,Control,1977-11-13,Dipodomys spectabilis
399,11,13,1977,17,DM,F,36,39,Dipodomys,merriami,Rodent,Control,1977-11-13,Dipodomys merriami
404,11,14,1977,12,DM,M,37,40,Dipodomys,merriami,Rodent,Control,1977-11-14,Dipodomys merriami
407,11,14,1977,5,DS,F,50,116,Dipodomys,spectabilis,Rodent,Rodent Exclosure,1977-11-14,Dipodomys spectabilis
408,11,14,1977,8,PF,F,9,6,Perognathus,flavus,Rodent,Control,1977-11-14,Perognathus flavus
409,11,14,1977,12,DM,F,36,38,Dipodomys,merriami,Rodent,Control,1977-11-14,Dipodomys merriami
410,11,14,1977,5,DS,M,53,137,Dipodomys,spectabilis,Rodent,Rodent Exclosure,1977-11-14,Dipodomys spectabilis
411,11,14,1977,5,DM,M,36,42,Dipodomys,merriami,Rodent,Rodent Exclosure,1977-11-14,Dipodomys merriami
412,11,14,1977,5,DS,M,52,126,Dipodomys,spectabilis,Rodent,Rodent Exclosure,1977-11-14,Dipodomys spectabilis
413,11,14,1977,8,DS,F,49,112,Dipodomys,spectabilis,Rodent,Control,1977-11-14,Dipodomys spectabilis
414,11,14,1977,8,DO,F,34,39,Dipodomys,ordii,Rodent,Control,1977-11-14,Dipodomys ordii
415,11,14,1977,5,DM,F,36,41,Dipodomys,merriami,Rodent,Rodent Exclosure,1977-11-14,Dipodomys merriami
420,12,10,1977,13,DM,F,38,48,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-12-10,Dipodomys merriami
421,12,10,1977,9,DS,F,51,121,Dipodomys,spectabilis,Rodent,Spectab exclosure,1977-12-10,Dipodomys spectabilis
422,12,10,1977,2,DM,F,37,42,Dipodomys,merriami,Rodent,Control,1977-12-10,Dipodomys merriami
423,12,10,1977,13,DM,M,36,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-12-10,Dipodomys merriami
424,12,10,1977,2,DM,M,37,52,Dipodomys,merriami,Rodent,Control,1977-12-10,Dipodomys merriami
425,12,10,1977,20,DM,F,36,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-12-10,Dipodomys merriami
426,12,10,1977,22,DM,M,36,45,Dipodomys,merriami,Rodent,Control,1977-12-10,Dipodomys merriami
427,12,10,1977,2,DM,F,37,37,Dipodomys,merriami,Rodent,Control,1977-12-10,Dipodomys merriami
428,12,10,1977,9,DO,F,33,40,Dipodomys,ordii,Rodent,Spectab exclosure,1977-12-10,Dipodomys ordii
429,12,10,1977,1,DM,M,NA,38,Dipodomys,merriami,Rodent,Spectab exclosure,1977-12-10,Dipodomys merriami
430,12,10,1977,9,PF,F,15,7,Perognathus,flavus,Rodent,Spectab exclosure,1977-12-10,Perognathus flavus
433,12,10,1977,9,DM,M,38,44,Dipodomys,merriami,Rodent,Spectab exclosure,1977-12-10,Dipodomys merriami
434,12,10,1977,13,PF,F,16,7,Perognathus,flavus,Rodent,Short-term Krat Exclosure,1977-12-10,Perognathus flavus
436,12,10,1977,18,DM,F,37,33,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-12-10,Dipodomys merriami
437,12,10,1977,18,DM,F,37,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-12-10,Dipodomys merriami
438,12,10,1977,2,DM,M,36,47,Dipodomys,merriami,Rodent,Control,1977-12-10,Dipodomys merriami
439,12,10,1977,20,DM,F,36,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1977-12-10,Dipodomys merriami
440,12,10,1977,1,PF,F,16,7,Perognathus,flavus,Rodent,Spectab exclosure,1977-12-10,Perognathus flavus
