Country,State,Route,Year,Aou,SpeciesTotal
124,11,245,1997,02060,3
124,11,245,1998,02060,6
124,11,248,2002,02060,2
124,11,248,2004,02060,1
124,11,248,2007,02060,1
124,11,248,2010,02060,5
124,11,248,2017,02060,3
124,11,248,2019,02060,1
124,11,255,1981,02060,2
124,11,255,1984,02060,2
124,11,255,1986,02060,2
124,11,255,2001,02060,4
124,11,255,2003,02060,2
124,11,255,2008,02060,2
124,11,255,2012,02060,2
124,11,255,2014,02060,2
124,11,255,2016,02060,5
124,11,255,2017,02060,2
124,11,255,2019,02060,4
124,11,256,1994,02060,2
124,11,256,2000,02060,2
124,11,256,2007,02060,6
124,11,256,2009,02060,1
124,11,265,2009,02060,4
124,11,265,2018,02060,2
124,11,284,2014,02060,2
124,11,284,2015,02060,2
124,11,284,2016,02060,2
124,11,300,2019,02060,1
124,11,304,2014,02060,1
124,11,304,2018,02060,4
124,11,304,2019,02060,1
124,11,422,2011,02060,2
124,43,001,2012,02060,2
124,43,001,2019,02060,5
124,43,002,2013,02060,2
124,43,002,2018,02060,8
124,43,002,2019,02060,5
124,43,003,2008,02060,1
124,43,003,2012,02060,1
124,43,003,2013,02060,4
124,43,003,2019,02060,2
124,43,004,2008,02060,2
124,43,004,2012,02060,4
124,43,004,2013,02060,1
124,43,004,2019,02060,1
124,43,006,1988,02060,7
124,43,006,1990,02060,3
124,43,006,1991,02060,10
124,43,006,1992,02060,1
124,43,006,1993,02060,1
124,43,006,1999,02060,5
124,43,007,1991,02060,1
124,43,008,1989,02060,10
124,43,008,1990,02060,5
124,43,008,1992,02060,1
124,43,008,1999,02060,5
124,43,008,2000,02060,4
124,43,008,2004,02060,5
124,43,008,2005,02060,8
124,43,008,2007,02060,2
124,43,008,2008,02060,4
124,43,008,2009,02060,1
124,43,008,2011,02060,6
124,43,008,2012,02060,4
124,43,008,2013,02060,4
124,43,008,2014,02060,4
124,43,008,2015,02060,9
124,43,008,2018,02060,13
124,43,009,1990,02060,10
124,43,009,1991,02060,9
124,43,009,1992,02060,3
124,43,009,1997,02060,2
124,43,009,1999,02060,3
124,43,009,2001,02060,1
124,43,009,2006,02060,1
124,43,009,2008,02060,1
124,43,009,2009,02060,5
124,43,009,2014,02060,2
124,43,009,2015,02060,1
124,43,009,2017,02060,1
124,43,010,1989,02060,2
124,43,010,1990,02060,3
124,43,010,2001,02060,2
124,43,010,2002,02060,2
124,43,010,2004,02060,1
124,43,010,2007,02060,1
124,43,010,2008,02060,1
124,43,010,2009,02060,1
124,43,010,2011,02060,3
124,43,010,2012,02060,6
124,43,010,2013,02060,3
124,43,011,1998,02060,1
124,43,012,1997,02060,4
124,43,012,1998,02060,1
124,43,012,1999,02060,3
124,43,012,2000,02060,5
124,43,012,2002,02060,1
124,43,012,2003,02060,1
124,43,012,2005,02060,1
124,43,014,2005,02060,4
124,43,015,2010,02060,2
124,43,015,2015,02060,4
124,43,016,2013,02060,2
124,43,016,2015,02060,2
124,43,020,2014,02060,6
124,43,020,2018,02060,3
124,43,022,2015,02060,2
124,43,022,2018,02060,16
124,43,023,2015,02060,2
124,43,023,2016,02060,5
124,43,023,2018,02060,3
124,43,028,2019,02060,6
124,43,106,2011,02060,3
124,43,106,2012,02060,5
124,43,106,2013,02060,12
124,43,106,2014,02060,17
124,43,106,2015,02060,5
124,43,106,2016,02060,1
124,43,106,2017,02060,4
124,43,106,2018,02060,7
124,43,108,2015,02060,7
124,43,108,2016,02060,3
124,43,108,2018,02060,1
124,45,001,1978,02060,25
124,45,001,1979,02060,7
124,45,001,1980,02060,4
124,45,001,1981,02060,26
124,45,001,1982,02060,21
124,45,001,1983,02060,3
124,45,001,1985,02060,3
124,45,001,1987,02060,1
124,45,001,1988,02060,6
124,45,001,1989,02060,20
124,45,001,1990,02060,13
124,45,001,1992,02060,47
124,45,001,1993,02060,47
124,45,001,1994,02060,63
124,45,001,1995,02060,21
124,45,001,1996,02060,7
124,45,001,1997,02060,9
124,45,001,1998,02060,98
124,45,001,1999,02060,10
124,45,001,2000,02060,22
124,45,001,2001,02060,13
124,45,001,2003,02060,13
124,45,001,2004,02060,3
124,45,001,2005,02060,57
124,45,001,2006,02060,1
124,45,001,2007,02060,244
124,45,001,2008,02060,61
124,45,001,2009,02060,117
124,45,001,2010,02060,2
124,45,001,2012,02060,9
124,45,001,2013,02060,96
124,45,001,2014,02060,14
124,45,001,2015,02060,54
124,45,001,2016,02060,16
124,45,001,2017,02060,125
124,45,001,2018,02060,1
124,45,001,2019,02060,2
124,45,002,1983,02060,1
124,45,002,2004,02060,1
124,45,005,2002,02060,4
124,45,007,1994,02060,2
124,45,007,1996,02060,6
124,45,007,1997,02060,5
124,45,007,2008,02060,1
124,45,009,1989,02060,1
124,45,009,2000,02060,31
124,45,009,2011,02060,17
124,45,009,2013,02060,1
124,45,012,2002,02060,1
124,45,012,2015,02060,1
124,45,012,2019,02060,2
124,45,013,2009,02060,2
124,45,013,2013,02060,3
124,45,013,2019,02060,3
124,45,016,1967,02060,3
124,45,016,1992,02060,1
124,45,016,2003,02060,1
124,45,016,2004,02060,27
124,45,016,2007,02060,1
124,45,016,2009,02060,1
124,45,016,2015,02060,2
124,45,016,2016,02060,46
124,45,016,2017,02060,6
124,45,016,2018,02060,12
124,45,018,2003,02060,63
124,45,018,2006,02060,2
124,45,020,1990,02060,1
124,45,020,2007,02060,27
124,45,021,2018,02060,1
124,45,022,1979,02060,6
124,45,022,1980,02060,2
124,45,022,1993,02060,4
124,45,022,1994,02060,8
124,45,022,1995,02060,2
124,45,022,1999,02060,2
124,45,022,2000,02060,9
124,45,022,2001,02060,2
124,45,022,2002,02060,1
124,45,022,2004,02060,2
124,45,022,2005,02060,2
124,45,022,2006,02060,2
124,45,022,2008,02060,2
124,45,022,2017,02060,3
124,45,022,2018,02060,11
124,45,022,2019,02060,4
124,45,024,1978,02060,2
124,45,024,1980,02060,1
124,45,024,1982,02060,4
124,45,024,1996,02060,4
124,45,024,1997,02060,11
124,45,024,2000,02060,15
124,45,024,2002,02060,21
124,45,024,2003,02060,1
124,45,024,2004,02060,9
124,45,024,2006,02060,9
124,45,024,2007,02060,7
124,45,024,2009,02060,32
124,45,024,2010,02060,11
124,45,024,2015,02060,24
124,45,024,2016,02060,17
124,45,026,2015,02060,1
124,45,026,2016,02060,2
124,45,026,2017,02060,1
124,45,026,2018,02060,1
124,45,030,2013,02060,1
124,45,032,2006,02060,5
124,45,032,2007,02060,13
124,45,032,2008,02060,71
124,45,032,2009,02060,133
124,45,032,2016,02060,279
124,45,037,1978,02060,1
124,45,037,1981,02060,6
124,45,037,1983,02060,1
124,45,037,1984,02060,9
124,45,037,1987,02060,5
124,45,037,1991,02060,11
124,45,037,1998,02060,1
124,45,037,2001,02060,25
124,45,037,2002,02060,2
124,45,037,2003,02060,5
124,45,037,2006,02060,2
124,45,037,2007,02060,2
124,45,037,2009,02060,3
124,45,037,2015,02060,1
124,45,037,2017,02060,5
124,45,040,2016,02060,1
124,45,040,2017,02060,2
124,45,041,1989,02060,8
124,45,041,1990,02060,69
124,45,041,1991,02060,14
124,45,041,1992,02060,9
124,45,041,1993,02060,2
124,45,041,1996,02060,3
124,45,041,1997,02060,2
124,45,041,2003,02060,2
124,45,041,2004,02060,3
124,45,041,2006,02060,1
124,45,041,2007,02060,4
124,45,041,2008,02060,3
124,45,041,2009,02060,2
124,45,041,2011,02060,1
124,45,041,2012,02060,11
124,45,041,2013,02060,1
124,45,041,2015,02060,6
124,45,041,2016,02060,7
124,45,041,2017,02060,5
124,45,041,2018,02060,10
124,45,041,2019,02060,18
124,45,042,1989,02060,6
124,45,042,1990,02060,3
124,45,042,1991,02060,2
124,45,042,1993,02060,5
124,45,042,1994,02060,4
124,45,042,1996,02060,1
124,45,042,1997,02060,11
124,45,042,1999,02060,2
124,45,042,2000,02060,2
124,45,042,2001,02060,2
124,45,042,2002,02060,12
124,45,042,2003,02060,6
124,45,042,2004,02060,12
124,45,042,2005,02060,1
124,45,042,2007,02060,24
124,45,042,2008,02060,14
124,45,042,2009,02060,11
124,45,042,2010,02060,7
124,45,042,2012,02060,4
124,45,042,2013,02060,9
124,45,042,2015,02060,26
124,45,042,2016,02060,15
124,45,042,2017,02060,26
124,45,042,2018,02060,15
124,45,042,2019,02060,84
124,45,043,1989,02060,4
124,45,043,1990,02060,2
124,45,043,1991,02060,3
124,45,043,1992,02060,9
124,45,043,1993,02060,5
124,45,043,1995,02060,4
124,45,043,1997,02060,1
124,45,043,1998,02060,1
124,45,043,2001,02060,6
124,45,043,2003,02060,1
124,45,043,2005,02060,3
124,45,043,2006,02060,7
124,45,043,2007,02060,2
124,45,043,2008,02060,15
124,45,043,2009,02060,4
124,45,043,2010,02060,2
124,45,043,2012,02060,9
124,45,043,2015,02060,37
124,45,043,2016,02060,10
124,45,043,2017,02060,23
124,45,043,2018,02060,14
124,45,043,2019,02060,28
124,45,047,1991,02060,13
124,45,047,1997,02060,2
124,45,047,2000,02060,18
124,45,047,2002,02060,9
124,45,047,2003,02060,1
124,45,047,2006,02060,7
124,45,047,2008,02060,1
124,45,047,2009,02060,8
124,45,047,2010,02060,10
124,45,047,2015,02060,10
124,45,047,2016,02060,11
124,45,048,1991,02060,2
124,45,048,1993,02060,5
124,45,048,1997,02060,3
124,45,048,2000,02060,2
124,45,048,2002,02060,2
124,45,048,2005,02060,5
124,45,048,2006,02060,2
124,45,048,2008,02060,9
124,45,048,2009,02060,9
124,45,048,2010,02060,2
124,45,048,2015,02060,12
124,45,048,2016,02060,4
124,45,048,2017,02060,1
124,45,049,2001,02060,1
124,45,049,2016,02060,38
124,45,049,2019,02060,2
124,45,054,1991,02060,1
124,45,060,2015,02060,4
124,45,060,2016,02060,1
124,45,060,2019,02060,4
124,45,061,1991,02060,14
124,45,061,2002,02060,7
124,45,061,2003,02060,13
124,45,061,2005,02060,1
124,45,061,2007,02060,19
124,45,061,2008,02060,8
124,45,061,2009,02060,16
124,45,061,2016,02060,10
124,45,061,2017,02060,12
124,45,065,2000,02060,1
124,45,065,2017,02060,4
124,45,070,2005,02060,2
124,45,070,2006,02060,10
124,45,070,2007,02060,1
124,45,070,2008,02060,15
124,45,071,1996,02060,1
124,45,077,2017,02060,1
124,45,077,2019,02060,6
124,45,100,2005,02060,1
124,45,100,2006,02060,10
124,45,100,2007,02060,2
124,45,100,2008,02060,23
124,45,100,2009,02060,7
124,45,100,2011,02060,4
124,45,100,2012,02060,7
124,45,101,1989,02060,1
124,45,101,1990,02060,3
124,45,101,1992,02060,2
124,45,101,1993,02060,1
124,45,101,1994,02060,2
124,45,101,1995,02060,2
124,45,101,1996,02060,1
124,45,101,1997,02060,3
124,45,101,1998,02060,3
124,45,101,2000,02060,3
124,45,101,2002,02060,6
124,45,101,2004,02060,2
124,45,101,2006,02060,2
124,45,101,2008,02060,3
124,45,101,2009,02060,1
124,45,101,2011,02060,4
124,45,101,2012,02060,5
124,45,101,2013,02060,11
124,45,101,2014,02060,3
124,45,101,2015,02060,3
124,45,101,2017,02060,1
124,45,101,2018,02060,3
124,45,101,2019,02060,6
124,45,102,1992,02060,2
124,45,102,1996,02060,5
124,45,102,1999,02060,1
124,45,102,2000,02060,1
124,45,102,2003,02060,3
124,45,102,2006,02060,5
124,45,102,2008,02060,3
124,45,102,2009,02060,3
124,45,102,2011,02060,7
124,45,102,2012,02060,1
124,45,102,2013,02060,3
124,45,102,2014,02060,5
124,45,102,2015,02060,3
124,45,102,2016,02060,3
124,45,102,2017,02060,11
124,45,102,2019,02060,2
124,45,109,2011,02060,10
124,45,109,2016,02060,2
124,45,111,1999,02060,4
124,45,111,2007,02060,2
124,45,111,2010,02060,9
124,45,111,2011,02060,30
124,45,111,2017,02060,2
124,45,112,1989,02060,1
124,45,112,1990,02060,1
124,45,112,1991,02060,2
124,45,112,1994,02060,3
124,45,112,1998,02060,1
124,45,112,2000,02060,1
124,45,112,2003,02060,3
124,45,112,2008,02060,3
124,45,112,2010,02060,2
124,45,112,2015,02060,4
124,45,112,2016,02060,2
124,45,112,2017,02060,4
124,45,113,1990,02060,1
124,45,113,1991,02060,1
124,45,113,1995,02060,1
124,45,113,1996,02060,6
124,45,113,1997,02060,4
124,45,113,2002,02060,5
124,45,113,2005,02060,2
124,45,113,2006,02060,3
124,45,113,2007,02060,1
124,45,113,2008,02060,1
124,45,113,2010,02060,1
124,45,113,2011,02060,3
124,45,113,2013,02060,5
124,45,113,2016,02060,3
124,45,113,2017,02060,1
124,45,113,2019,02060,2
124,45,114,1991,02060,15
124,45,114,1993,02060,15
124,45,114,1995,02060,20
124,45,114,1996,02060,5
124,45,114,1997,02060,9
124,45,114,1999,02060,2
124,45,114,2000,02060,16
124,45,114,2001,02060,11
124,45,114,2002,02060,8
124,45,114,2003,02060,12
124,45,114,2005,02060,6
124,45,114,2006,02060,3
124,45,114,2007,02060,25
124,45,114,2008,02060,114
124,45,114,2009,02060,12
124,45,114,2010,02060,8
124,45,114,2011,02060,36
124,45,114,2012,02060,24
124,45,114,2014,02060,31
124,45,114,2015,02060,4
124,45,118,2001,02060,1
124,45,118,2003,02060,22
124,45,118,2010,02060,1
124,45,118,2016,02060,14
124,45,118,2018,02060,2
124,45,141,2019,02060,2
124,45,142,2009,02060,17
124,45,142,2010,02060,10
124,45,142,2015,02060,20
124,45,154,1997,02060,2
124,45,154,2000,02060,1
124,45,154,2007,02060,3
124,45,154,2008,02060,3
124,45,154,2009,02060,7
124,45,154,2014,02060,4
124,45,154,2016,02060,4
124,45,201,1999,02060,2
124,45,201,2005,02060,1
124,45,201,2006,02060,2
124,45,201,2008,02060,4
124,45,201,2013,02060,8
124,45,201,2014,02060,3
124,45,201,2015,02060,4
124,45,201,2016,02060,2
124,45,201,2019,02060,4
124,45,202,1997,02060,2
124,45,202,2001,02060,1
124,45,202,2002,02060,1
124,45,202,2003,02060,5
124,45,202,2004,02060,2
124,45,202,2006,02060,3
124,45,202,2007,02060,2
124,45,205,2002,02060,1
124,45,207,1997,02060,2
124,45,207,2003,02060,1
124,45,209,2007,02060,40
124,45,209,2012,02060,3
124,45,209,2013,02060,1
124,45,209,2018,02060,2
124,45,212,2011,02060,1
124,45,213,1995,02060,9
124,45,213,1996,02060,1
124,45,213,1997,02060,7
124,45,213,1998,02060,2
124,45,213,1999,02060,85
124,45,213,2000,02060,276
124,45,213,2002,02060,98
124,45,213,2003,02060,23
124,45,213,2004,02060,7
124,45,213,2005,02060,8
124,45,213,2006,02060,5
124,45,213,2008,02060,160
124,45,213,2009,02060,8
124,45,213,2010,02060,50
124,45,213,2011,02060,128
124,45,213,2013,02060,13
124,45,213,2014,02060,62
124,45,213,2015,02060,8
124,45,214,2000,02060,7
124,45,214,2001,02060,2
124,45,214,2004,02060,5
124,45,214,2006,02060,6
124,45,214,2007,02060,17
124,45,214,2008,02060,7
124,45,214,2009,02060,7
124,45,214,2010,02060,9
124,45,214,2011,02060,10
124,45,214,2012,02060,7
124,45,214,2016,02060,22
124,45,218,2010,02060,3
124,45,220,2013,02060,2
124,45,220,2018,02060,2
124,45,302,2009,02060,4
124,45,302,2014,02060,14
124,45,302,2016,02060,15
124,45,303,2012,02060,4
124,45,303,2015,02060,1
124,45,303,2017,02060,6
124,45,303,2018,02060,4
124,45,303,2019,02060,4
124,45,311,2018,02060,1
124,45,313,2007,02060,8
124,45,313,2008,02060,11
124,45,313,2009,02060,10
124,45,313,2010,02060,11
124,45,313,2011,02060,14
124,45,313,2012,02060,24
124,45,313,2013,02060,18
124,45,313,2014,02060,14
124,45,313,2015,02060,27
124,45,313,2016,02060,15
124,45,313,2017,02060,16
124,45,313,2019,02060,25
124,45,314,2008,02060,13
124,45,314,2011,02060,2
124,45,320,2008,02060,3
124,45,402,2010,02060,1
124,45,402,2015,02060,6
124,45,402,2016,02060,2
124,45,402,2018,02060,8
124,45,402,2019,02060,7
124,45,413,2016,02060,71
124,45,413,2017,02060,9
124,45,413,2018,02060,49
124,45,413,2019,02060,78
124,45,414,2009,02060,2
124,45,414,2011,02060,3
124,45,414,2015,02060,9
124,45,414,2016,02060,24
124,45,414,2017,02060,13
124,45,414,2018,02060,2
124,45,414,2019,02060,52
124,45,514,2016,02060,7
124,45,514,2017,02060,25
124,45,514,2018,02060,14
124,45,514,2019,02060,17
124,45,614,2017,02060,18
124,45,614,2018,02060,19
124,62,016,2001,02060,4
124,62,016,2002,02060,7
124,62,016,2004,02060,2
124,62,016,2005,02060,9
124,62,016,2009,02060,26
124,62,016,2010,02060,20
124,62,016,2011,02060,27
124,62,016,2012,02060,3
124,62,016,2013,02060,6
124,62,016,2014,02060,31
124,62,016,2015,02060,15
124,62,016,2016,02060,6
124,62,016,2017,02060,18
124,68,001,2016,02060,1
